course_title,url,is_paid,price,num_subscibers,num_reviews,num_lectures,level,content_duration,subject,published_date,year,month,day
CLOUD COMPUTING,https://www.simplilearn.com/cloud-solutions-architect-masters-program-training?utm_source=google&utm_medium=cpc&utm_term=cloud%20computing%20courses&utm_content=20321942380-155901401892-663920790860&utm_device=m&utm_campaign=Search-TechCluster-Cloud-NPG-Masters-IN-Main-AllDevice-Core-adgroup-cloud-architect-core-keywords&gad_source=1&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWaguHKuA5d7BDhDRHE1n2jQoh9AZhIfULraaKzaq7t4Q5SP6eeUMc4aAoGmEALw_wcB,TRUE,42000,322,288,20,ALL LEVEL,6 months,CLOUD COMPUTING,2022-03-22,2022,3,22
CLOUD COMPUTING,https://aws.amazon.com/education/awseducate/?trk=a1bb6034-68e9-4edf-ad8f-c97de08d30b4&sc_channel=ps&ef_id=Cj0KCQjw6PGxBhCVARIsAIumnWbUnoAgYLyKXZRMP1E2X46cW744bbdxi-HAGNqfaoAeAsC9ORhH27gaAqGDEALw_wcB:G:s&s_kwcid=AL!4422!3!626424522854!p!!g!!cloud%20education!14494369625!138972352501&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWbUnoAgYLyKXZRMP1E2X46cW744bbdxi-HAGNqfaoAeAsC9ORhH27gaAqGDEALw_wcB,TRUE,42000,200,235,20,ALL LEVEL,6 months,CLOUD COMPUTING,03-08-2022,2022,3,8
CLOUD COMPUTING,https://excelr.in/full-stack-development-course-in-hyderabad/?utm_source=GoogleAds&utm_medium=Search&utm_term=web%20developer%20certification%20online&utm_content=698708901779&utm_device=m&utm_campaign=Search-FullStack-Hyderabad&utm_adgroup=Search-FullStackDevelopment-Certification-Broad&utm_location=Hyderabad&utm_channel=CPC&utm_variety=Text&gad_source=1&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWZMGY9lGTj6sczZ6Ogk1vmeVSMfDD16feVQeOoPp_apPSnY4Stk9PgaAo8QEALw_wcB,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,CLOUD COMPUTING,02-05-2022,2022,2,5
CLOUD COMPUTING,https://cloud.google.com/free/?utm_source=google&utm_medium=cpc&utm_campaign=japac-IN-all-en-dr-BKWS-all-cloud-trial-PHR-dr-1605216&utm_content=text-ad-none-none-DEV_m-CRE_634266795721-ADGP_Hybrid+%7C+BKWS+-+BRO+%7C+Txt+-GCP-General-google+cloud+online-main-KWID_43700080095437250-kwd-440626185785&userloc_9181415-network_g&utm_term=KW_google%20cloud%20online&gad_source=1&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWYOyc4DvF3qMx4uSYt2mdgJKubvwX3oEVf12LjIdOUF2INaZzdVAH4aAg9rEALw_wcB&gclsrc=aw.ds,TRUE,42000,190,332,15,ALL LEVEL,6 months,CLOUD COMPUTING,03-04-2023,2023,3,4
CLOUD COMPUTING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwj8wvTSzICGAxUro2YCHd5ECX4YABAAGgJzbQ&ae=2&dsh=1&ase=3&agsac=GlTYq0ILNFI&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWZvlPFLFJx7MVxPNTvHTdGqaPPHUzVFubOYjnILPkqRHsjSkZgJwSsaAvcaEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvksOlMmDWc7ct8lU3HGKU9L151IhUskNrJTw_tgpZKe4RK5L0lPr8rhHcbcMUn3jGgIzUfD_BwE&ei=WsU8ZrLoC-qaseMPq7idoAE&ohost=www.google.com&cid=CAESwwHg9htw6dIe_Z56ln-gT8Uf0tD5x7yMxt3mRdGSPDGuFYX6jgwLh9tY3pS_wOPiDoIPVcHWj3Gdke3aGFQhyz6DmLlBz9p-T93vpILi03BCV7Z3Ta8cuhfrO1nqr170_kETmGKyDTE_Am94IfB5fKMqj5Kdpe8bofgzV6FwDuA3crUTjz2McHx2EZvDQ3Pv2VkgWKsYHYtAm4J5pDRnobzReAVLl2_E0xh2ToekRE97uISNR9GinMcJLQc5FqXVtbCYD0s&sig=AOD64_0dfUKIaFSmfVaMEdCr3rfTvkk8jw&q&sqi=2&adurl&ved=2ahUKEwiy_e3SzICGAxVqTWwGHStcBxQQ0Qx6BAgJEAE&nis=12&uk=1715258733859&ms=CoAC1BKtLvGyXhEK0XjZVYVeP04DztO7FeQvrilyia2qqrjGmDS9PkTXdViwjjD1Q2YDxlpXN3O7HP2tZHp4BEw8nFCls_C-RVGNKnnklqkRV1jhwwgZL0OPad0tD8U_Qv2u7yIf_Rld2TNlNyJPGBRekp5Gx0rcVWDvPXvwO-mUX-k4NAdr3LxxmTzS8Qj-W7VYmaW7F87hIuR16gzIZzM8TZl_Tj30opqip-OUHvshrdqZdl5zLG4fvgkkEKueuK-KV3Q8oYQVyMacEGMbw1uebWVUv942DF68z9Jb9kwnVxVU0jVd1umP-fSqz9IzJ-hTkfYb-LNfAYUdrZJOJwp8SwqAAlyWbOdY35k_HEu23IPSyXf0sv7bmLv1fn1x7qbNmlvUynY5zBU_79KZrH5hSyh5SoMtp2YCvMOzRQg3WWaVyOixN_XZm_xPXVFH_EiWKy5W2VXaBnULQaIMbQAxkm3CM4h9wXK6dGTC6s364YMUNXDgFAOsURdWNtNCZFSkdaKxz1yLAziev9GB2aUfTU0RVGSvIp5Kz2uE1YoY_oT2QvQaf_fCko0nJVO9XbqwFXl3YX4_5Q71vbJFWfkEx3VMYdPXyVgx1XmggDN4tbea_RmYxRv-OTGXJZROx1HmihHm03HaljqXhpfVjoX1xAsp9oSgX2SXBGO-7-Qd9AWrLeYSEDG4cGNtMEEpiXj_WsKBVvI&dct=1,TRUE,42000,233,332,20,ALL LEVEL,6 months,CLOUD COMPUTING,03-05-2020,2020,3,5
CLOUD COMPUTING,https://www.coursera.org/browse/information-technology/cloud-computing,TRUE,42000,322,222,20,ALL LEVEL,6 months,CLOUD COMPUTING,31-07-2023,2023,3,7
CLOUD COMPUTING,https://www.udemy.com/topic/cloud-computing/,TRUE,42000,200,234,15,ALL LEVEL,6 months,CLOUD COMPUTING,05-07-2022,2022,5,7
CLOUD COMPUTING,https://aws.amazon.com/training/,TRUE,42000,222,124,15,ALL LEVEL,6 months,CLOUD COMPUTING,10-08-2016,2016,1,8
CLOUD COMPUTING,https://www.mygreatlearning.com/cloud-computing/courses,TRUE,42000,344,432,20,ALL LEVEL,6 months,CLOUD COMPUTING,02-05-2015,2015,2,5
CLOUD COMPUTING,https://cloud.google.com/learn/training/,TRUE,42000,200,333,20,ALL LEVEL,6 months,CLOUD COMPUTING,05-01-2012,2012,5,1
CLOUD COMPUTING,https://intellipaat.com/course-cat/cloud-computing-courses/,TRUE,4200,333,456,20,ALL LEVEL,6 months,CLOUD COMPUTING,3/22/2022,2022,3,22
CLOUD COMPUTING,https://onlinecourses.nptel.ac.in/noc24_cs17/preview,TRUE,4200,333,453,22,ALL LEVEL,6 months,CLOUD COMPUTING,3/22/2022,2022,3,22
CLOUD COMPUTING,https://www.coursera.org/learn/introduction-to-cloud,TRUE,42000,322,288,20,ALL LEVEL,6 months,CLOUD COMPUTING,3/22/2022,2022,3,22
CLOUD COMPUTING,https://www.geeksforgeeks.org/courses/aws-cloud-practitioner-certification-course?source=google&medium=cpc&device=m&keyword=cloud%20practitioner%20certification&matchtype=b&campaignid=21219152115&adgroup=160731228959&gad_source=1&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWZTIB-s9VksG1l9no4pU0o00teZBG1JZNCCfyE3nqm-hg3RuoK8gnoaAssZEALw_wcB,TRUE,42000,200,235,20,ALL LEVEL,6 months,CLOUD COMPUTING,03-08-2022,2022,3,8
CLOUD COMPUTING,https://cloud.google.com/products/compute/?utm_source=google&utm_medium=cpc&utm_campaign=japac-IN-all-en-dr-BKWS-all-hv-trial-PHR-dr-1605216&utm_content=text-ad-none-none-DEV_m-CRE_634320724727-ADGP_Hybrid+%7C+BKWS+-+BRO+%7C+Txt+-Compute-Compute+Engine-google+cloud+compute+engine-main-KWID_43700080087507490-aud-970366092687:kwd-591822595116&userloc_9181415-network_g&utm_term=KW_gcp%20compute&gad_source=1&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWb57QfHNyWq5_n5B87-sSV2jGDoQkwZhCKEI7F5WpJcMRNSZNlRwfwaAs2TEALw_wcB&gclsrc=aw.ds,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,CLOUD COMPUTING,02-05-2022,2022,2,5
CLOUD COMPUTING,https://aws.amazon.com/certification/?trk=1f81f566-6d83-48d8-8848-7d4c92207f6d&sc_channel=ps&ef_id=Cj0KCQjw6PGxBhCVARIsAIumnWYQtSlwt_DS9ficXBNFK6lsxmWCBN64ormypUz2F7jhDZZBdYF5N5gaAj8lEALw_wcB:G:s&s_kwcid=AL!4422!3!616960545260!e!!g!!cloud%20computing%20certificate!14493146590!123546124301&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWYQtSlwt_DS9ficXBNFK6lsxmWCBN64ormypUz2F7jhDZZBdYF5N5gaAj8lEALw_wcB,TRUE,42000,190,332,15,ALL LEVEL,6 months,CLOUD COMPUTING,03-04-2023,2023,3,4
CLOUD COMPUTING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiCvbKgzYCGAxVGE4MDHbIaDDYYABAEGgJzZg&ae=2&dsh=1&agsac=WcK6uDej9DQ&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWbQY7SehmHdG7E4-QSUZSPQaQtdNjlkE6sFv_uS4Id0Ofq3GwzACTcaApdHEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvnfJsSBPNIUCGGFkd0f4VfTE2LZEGJcriW3Qozt8fOoWv07w66e8BxRz9bm19w8SGgLwN_D_BwE&ohost=www.google.com&cid=CAESwwHg9mVD97yOKu8ltM-Nuq3mqdGfRMNquqhmoxAjGO_1jxpvMg73Vr6u4x7Xn8XDTdx3RdnvOVHgJQcRm0484kfUOXpG2SJtxYdqQR23u2XVQZY1ZKp5Q4_afBOFWv9oK8zTe9ZgQg-cvroB1l-G8_5qgCs0Z3wlJVn5XyEVOdK0awdx9SnrJTFtZzSri2ZDUhXkDKEEWm4ySzMuR5Rju-wHQmFh0JJYKfsNB-VfX_VvtGQRRXj0-F87Dy7WsWIH9-Txvn8&sig=AOD64_34dwRBNq9lqHlak6PcCBw21-KGoQ&ved=2ahUKEwju76ugzYCGAxUud2wGHVS4AeE4ChDI1AR6BAgBEAE&dct=1&adurl=&ms=CoAC5smr2A4V3GkGpSq-WXHZUk4yjFlISR8-voj-9clrMaaOZj_JiDNhumjo4fGwlfbfF7CJp8GAGTAmlrEIE_h2lIN8ouXtqzfr6Y3fEkS4Vh_BmTGowDaDSrmrnNFrxbZnZFIZGRQk0dLyJa-NIACZT1fLij7fvZFCBbXYmSUx5GtMQUdfXeKmKchWgHkh_znafVTEcim_87VZvs8xZZ_yK1O3Hz8mqxlCb_bzsXiu6O4mfneqtDuZFx4s_hTm63tBrfpoYtFVpbsh4BelR_DSy1UALaV4wjzl1zETrhZS_WkD8B7Tp3oPQij_40g8E4_frIIzYxgpIjOb1LIzwYNdwQqAAiX7LDpEqkDuusC8fvM5jbXOwadCyatzydsSXiwbrjVbgPpYbSSSyOj4tDC5vK_SU9gy3rHQAnI6JGx2aKzp3c_LKtqcxtLLmyIsjgXNjHCRgHVRRmH_qdW2eQP0B0r5CXjCBEcAnZVj2M80ftSRCMgkyk3EqkMmA7zGxMxnvA18m7IGRqpi9AqVO1UxbVXjAmNOwQ9g5TXXlc1uWFm1KeHl0Q0_3wGyquWdplG-fLG30Sr9TXX2UHicc11gaFW2VgSaRUES2MeYCW4HprDAtqHbzKorZNY0M0m12rIIDHzXIYlSPDyn3pUSCQ4nAtd4nEvbmx-VGUGdl74bfuVmAooSEALMmhi_n_1e1tztJh0rdc8,TRUE,42000,233,332,20,ALL LEVEL,6 months,CLOUD COMPUTING,03-05-2020,2020,3,5
CLOUD COMPUTING,https://www.onlinecoursereport.com/free/cloud-computing/,TRUE,42000,322,222,20,ALL LEVEL,6 months,CLOUD COMPUTING,31-07-2023,2023,3,7
CLOUD COMPUTING,https://www.edx.org/learn/cloud-computing,TRUE,42000,200,234,15,ALL LEVEL,6 months,CLOUD COMPUTING,05-07-2022,2022,5,7
CLOUD COMPUTING,https://www.upgrad.com/software-engineering-course/cloud-computing/,TRUE,42000,222,124,15,ALL LEVEL,6 months,CLOUD COMPUTING,10-08-2016,2016,1,8
CLOUD COMPUTING,https://cloudacademy.com/product/courses/,TRUE,42000,344,432,20,ALL LEVEL,6 months,CLOUD COMPUTING,02-05-2015,2015,2,5
CLOUD COMPUTING,https://www.shiksha.com/online-courses/cloud-computing-courses-certification-training-st607-tg185,TRUE,42000,200,333,20,ALL LEVEL,6 months,CLOUD COMPUTING,05-01-2012,2012,5,1
CLOUD COMPUTING,https://www.simplilearn.com/pgp-cloud-computing-certification-training-course,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,CLOUD COMPUTING,02-05-2022,2022,2,5
CLOUD COMPUTING,https://learning.linkedin.com/content-library/online-technical-courses/cloud-computing-training,TRUE,42000,190,332,15,ALL LEVEL,6 months,CLOUD COMPUTING,03-04-2023,2023,3,4
CLOUD COMPUTING,https://www.careers360.com/courses-certifications/cloud-computing-courses-brpg,TRUE,42000,233,332,20,ALL LEVEL,6 months,CLOUD COMPUTING,03-05-2020,2020,3,5
CLOUD COMPUTING,https://www.codecademy.com/catalog/subject/cloud-computing,TRUE,42000,322,222,20,ALL LEVEL,6 months,CLOUD COMPUTING,31-07-2023,2023,3,7
CLOUD COMPUTING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwiCvbKgzYCGAxVGE4MDHbIaDDYYABAAGgJzZg&ae=2&dsh=1&agsac=km4vUA5Y9Tw&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWZntUsv49ouq0xkhvlNU8lIVcLyxtY8CSztDM4mI2OPGUu9P9pIStoaAmNBEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvmty5yc50pTwlazEISNxwOckXTlUl_7L08E-cwStFcnwGksaKdP2mB9J4R6hWnqjGgJSp_D_BwE&ohost=www.google.com&cid=CAESwwHg9mVD97yOKu8ltM-Nuq3mqdGfRMNquqhmoxAjGO_1jxpvMg73Vr6u4x7Xn8XDTdx3RdnvOVHgJQcRm0484kfUOXpG2SJtxYdqQR23u2XVQZY1ZKp5Q4_afBOFWv9oK8zTe9ZgQg-cvroB1l-G8_5qgCs0Z3wlJVn5XyEVOdK0awdx9SnrJTFtZzSri2ZDUhXkDKEEWm4ySzMuR5Rju-wHQmFh0JJYKfsNB-VfX_VvtGQRRXj0-F87Dy7WsWIH9-Txvn8&sig=AOD64_2Hm4uF6ZdjOdwipXcop4Lh13pSeA&q&adurl&ved=2ahUKEwju76ugzYCGAxUud2wGHVS4AeE4ChDRDHoECAMQAQ&ms=CoACttyq6AIFvEEyuQKjVGGYf1gqgExzRD87rZia_bJ_WLrwc1PM1CdBskLgpOTEmdPORbmJnteNVRBPj7AJI_V_tcVlouXeo3_ejoj7GyCkfz6lkR2Z3Dqvbqm-3MBZwLpnfloUES4g1NOZIe6VCxnVcivewjbvqJF_I7G0kWolgEdqSQJqcufGNaBOgXFT9ln-elDFejKmv7BcquYsQIaSCwizFzoptxRudeKzgUq7pft4cz6-7ircNnUwkyzw63tU1f5pTv9Jgaph6XeVcvWWxloUQKhaznn89iU_m2Bf8WA66VLrknNnfxL6h0U3E4Li845TdgEpSybL1PYixYs4_QqAAgaQj83tXNAnz7iq88YqHdWUrOzHRX6Qc901oL-8iwmH3o-f7Q0Cw4AFpVHrIAlKlD6Q2kRfiz5IJ4lHpXyPCtDeERRiQHovOJGj3p-Woy5-AmhFY11_dfYhRr7hYAKfKUlqkBiMWIT-uTgRJ5sS5MNzCFAehRQUQNizKx6ygiUxcK9JPKkusHKwSj8n7Xlsb756zAEZysw5C4GLtPMrDEiP1s46ySEaN_dMmKpwZrC_Xd9kvnnH797Lpo_GanHyVKg-yrB6JlKrvZ7zGDe9R5VdRoFkeVQjpzPV9j0R_ewwkPUMJNZGIe-QDlNtyO_vBqt_WFPdXQ82gC2bK_EBwEESEF8Z7AJa6hKMItvpF2jhQpU&dct=1,TRUE,42000,200,234,15,ALL LEVEL,6 months,CLOUD COMPUTING,05-07-2022,2022,5,7
CLOUD COMPUTING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwitoY3kzYCGAxXEh0sFHby7AokYABACGgJzZg&agsac=YZVOSnWxah4&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWYPNn6HmUJE_cqS91RJb4osoxajEbU3W5K7Cn6lVK_o6tZnV74TXiMaAhjcEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvpRb45Z-gydtwV6oZCtt-5SP00WegTGL5K-JEf655GIG1Mb4yqjAwCJ9tr_yEEKNGgIy8fD_BwE&ohost=www.google.com&cid=CAESwwHg9tCV8nI3cmHebtamjOCEE1dV6qKWXxe_hJpY2nOd389rXzJL9BC0bKU_P0rQoFUpHTNYGE9w0jurGl8JyTChe5iMytTyln-_FrWPUI_2uC0gaX72P1bdXnMQY85tYcypPRch-vCow-50zFtsJVZ4g4vwJM8D5fp66xk8CMJBHYS0E3tOAjJL84oDLDl78FTerT4VQ0N91Ev5boJeqxtkrSz7U_1g9YgRmzVx0F2IeuSjCSArxdTrnvK8_88fRR2HZwA&sig=AOD64_2Pi7gCiPQoh188RClxygbNxeStdQ&q&adurl&ved=2ahUKEwjo7YbkzYCGAxWUTGwGHZDpAKg4FBDRDHoECAEQAQ&ms=CoAC2DWarxEm-9zav7seRp-oJT3BhNi1hEmfGXdnCsfmeclMGfUwVNljgHbEfthgUtbzciR2dwu4Bx3PuF62PuZ1jHHc5B_zHJXYjeoL_Bir40TVUgaFHQakefmV3aZWYnpTGmwagowoSXNa43sVRGjEMH1Ub4-ofY7yv-kEwJZV9r2ajPZ9M6h2TpqouQpkLi9_X_dbaGpK_E9RQd1JGKDIvgrzEP9cuXq2vpKa8LN9UXsDqeIxkZUpds-QhbIQRtMcyPD4M6eJpjkBl8ttoaMUxUf29hHBJbcsHeS4Yy6Rhr0OIUmvgcr2ehk3cUj8Ppjde8ZLxxsm9jlH8diLn0kURAqAAjgLU66o1BhE4nRTeZLUQ5TxSM4yrOxocPZiMCpIS_C22blLDhGcy9HA2Ep57PlyWVkxzpAv_yo69qhjWVxHEP-X5pOxlDtZ8Ec5bSXpJP0tyhNOoGcPR7--SvVsJaRW5ehpyvqFA5r6yPos_rJLC8kCsVdCwawUBqNaZvt7c-ElqihI5cJ6JiuU2zAoJTGQ99FigrcPaac8n_t_qmNwQ2D9Vni8-S7JyHRlloEABuBZyjIYbXvx83_rWAFK9PPs73eMvvqzQKrFMYicnonKMgCA4MORKZR6PRfxJ45SABAjOsOD-V0BdJlLJfjlQowxvDUpevEbi_T5qnP4zCdKSj0SEPW4J20Fdh0ACm8wnJ9UZPg,TRUE,42000,222,124,15,ALL LEVEL,6 months,CLOUD COMPUTING,10-08-2016,2016,1,8
CLOUD COMPUTING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwitoY3kzYCGAxXEh0sFHby7AokYABABGgJzZg&agsac=tl-takRsmrw&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWYYHctuHvgxudQ6hLVDx9w4KdDzTAs4iU5TB0guGFbn3gDENwNhfHMaAonHEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvpCvGKTJ_N_61QJbg_C628NumRflZQEI2i0oTx4NL00srlz4wu5xycwI3YnVUvGdGgIBFvD_BwE&ohost=www.google.com&cid=CAESwwHg9tCV8nI3cmHebtamjOCEE1dV6qKWXxe_hJpY2nOd389rXzJL9BC0bKU_P0rQoFUpHTNYGE9w0jurGl8JyTChe5iMytTyln-_FrWPUI_2uC0gaX72P1bdXnMQY85tYcypPRch-vCow-50zFtsJVZ4g4vwJM8D5fp66xk8CMJBHYS0E3tOAjJL84oDLDl78FTerT4VQ0N91Ev5boJeqxtkrSz7U_1g9YgRmzVx0F2IeuSjCSArxdTrnvK8_88fRR2HZwA&sig=AOD64_0JqVBd2RY6Jz0UpGEpjHASSBjCrg&q&adurl&ved=2ahUKEwjo7YbkzYCGAxWUTGwGHZDpAKg4FBDRDHoECAMQAQ&ms=CoAC8APRuDktkN_7gMENfqGDJSfVjM2GiUuZEkw2Ce3RSN5GObw3RfkKgEzwJMxQZufgYRcPZBiwZhn3oQ-0F9VGiGPGph_xHIXMvvc5_yi4gETtWkWWNSf2f9mul7NMQ1tVEVUYgbYrMXF460AGf3flI0VzP4uJeM_mhdsvxoxhnLyIl-RsCLgkXquwiwpmCX17deoTaEBwpU5Rfc9fMJyTvQnOKfl-j2G0rbWh5aBBEWg5nuIlopAjd_WM_KE6brkK8fKrMYWsrCsBtuh6iZoFwWXtpBXLPr88PeG4dhSqjL0vDym-qMH1aDIsUkvGB7DKecop0wsOriln9NKav0g3VQqAAn-yM3zvmjTF-ZykuqAuESVibJNYnIP8rC6qg1Dfv1JpbSOi6BdAb5xxgntq1ZmBYFIuwIbMSVCuomnWkqKSXJuFnb5HEdI3K_YncNg7pUh_ZUXSPNkeIC63xDQtVy8wvQ9ruIQOrTLRnNaXGz5m3KSGkEd2TWyN8rHPEUBcLSvFr0sSnJnmvyQ_mIkmoOW0VBcxphFJ0896dsFyVEDO9KOJw4wtwq9JIZ-PaBXP93XurY7uI-vQZnswxRwUwVs5fCVOEnjDbDcnjv4LConVw4yo4NDdzmWXHlK5jKXDhKGwyTZc4bCw72lJjvxCnn7rQ2Fe0T5PyooQKoxxytULjNASEAZ332rZGbxwMCGz1wW_1XI,TRUE,42000,322,288,20,ALL LEVEL,6 months,CLOUD COMPUTING,3/22/2022,2022,3,22
CLOUD COMPUTING,https://www.googleadservices.com/pagead/aclk?sa=L&ai=DChcSEwitoY3kzYCGAxXEh0sFHby7AokYABAEGgJzZg&ae=2&dsh=1&agsac=2DoH3Td_FhE&gclid=Cj0KCQjw6PGxBhCVARIsAIumnWbY7unENLrVPMYw_M54sbrKyDu7G8oULQC-3GRBm2j01yoPJkt0ZesaAl9eEALw_wcB&cit=CkQKCAjw6PGxBhBiEjQAIG-dvrS7F__rwrK384OiRy77fyU23cgievfiXx6xPi9QFycoK8CNlnJjJEFMaXPgVuzZGgIR8vD_BwE&ohost=www.google.com&cid=CAESwwHg9tCV8nI3cmHebtamjOCEE1dV6qKWXxe_hJpY2nOd389rXzJL9BC0bKU_P0rQoFUpHTNYGE9w0jurGl8JyTChe5iMytTyln-_FrWPUI_2uC0gaX72P1bdXnMQY85tYcypPRch-vCow-50zFtsJVZ4g4vwJM8D5fp66xk8CMJBHYS0E3tOAjJL84oDLDl78FTerT4VQ0N91Ev5boJeqxtkrSz7U_1g9YgRmzVx0F2IeuSjCSArxdTrnvK8_88fRR2HZwA&sig=AOD64_1jHpFftrO_B0xIizMr_PKsEhbzSA&ved=2ahUKEwjo7YbkzYCGAxWUTGwGHZDpAKg4FBDI1AR6BAgAEAE&dct=1&adurl=&ms=CoACpC3_qyUpqdvqvu8bcYufITXxktiIv3mfElwhC6DjWsoaEaczDscFhEb8L9wQXNP1NCkidxmYZRqqnR-yBOlGiiXUsB7iMJPZ6M0Z-n6ahkG7aGCGOyXSe9mAv6BKW1hVHF0dhqgBGnc1y3gQd3v0NAlZD42Oevz2gcUSxdVZkLqOqcd9ALACSPKYmgomNU1_ctQqb11WqkhUY9hMI7SYu1PCMvl1o022orGK8bFBFntjjNE16aIId6qewrUufrMdquKJNI2qtD5Biu9vnpgmwGjLgxLZEJQqOM-8Zkaclr0jKR2svN3yej0Gc0jPJ6_fItwLxRYshz0lxvyNr1Y3RwqAAkU-wXcqw9oqWYJ0GQI7AJ4b4F-aZkqUB1TsAPugClvW9olsa-PKsjcBjukHc3q7B-3qNBE7nOt8FaJWe2I6Lio7nNxqZ0vYztRes_ywQBJtvkg4AmpoWHT0IQIBWesNbXx33LmuJdYGWts2WvaiF5g9NvnbFsFeK2YQgm-pJF0W0Phda4KfEBbVvzPuoFWvfwbQ7byrYMbadQlCkyRzCg77VcEu8jprlX4n4QUEJjVcDXGWfNku0ySteP3cBZvwFeH7a0HUBwv47ViU0PRO_0LeBvxMcspYZENMvFA8XhRqJXtfmUriOsPOUOtLvqp_KH_vu8t1HNheiThMyTX4Ek0SEDs_n4d6fYV7iy5jqM_tNSs,TRUE,42000,200,235,20,ALL LEVEL,6 months,CLOUD COMPUTING,03-08-2022,2022,3,8
CLOUD COMPUTING,https://www.java67.com/2020/12/5-free-cloud-computing-courses-for-beginners.html?m=1,TRUE,42000,322,333,15,ALL LEVEL,7 months                ,CLOUD COMPUTING,02-05-2022,2022,2,5
CLOUD COMPUTING,https://www.classcentral.com/subject/cloud-computing,TRUE,42000,190,332,15,ALL LEVEL,6 months,CLOUD COMPUTING,03-04-2023,2023,3,4
CLOUD COMPUTING,https://www.linkedin.com/learning/topics/cloud-computing-5,TRUE,42000,233,332,20,ALL LEVEL,6 months,CLOUD COMPUTING,03-05-2020,2020,3,5
CLOUD COMPUTING,https://www.udemy.com/course/introduction-to-cloud-computing/,TRUE,42000,322,222,20,ALL LEVEL,6 months,CLOUD COMPUTING,31-07-2023,2023,3,7
CLOUD COMPUTING,https://www.upgrad.com/blog/best-cloud-computing-courses-certifications-online/,TRUE,42000,200,234,15,ALL LEVEL,6 months,CLOUD COMPUTING,05-07-2022,2022,5,7
CLOUD COMPUTING,https://www.cloudthat.com/training/,TRUE,42000,222,124,15,ALL LEVEL,6 months,CLOUD COMPUTING,10-08-2016,2016,1,8
CLOUD COMPUTING,https://bits-pilani-wilp.ac.in/m-tech/cloud-computing.php,TRUE,42000,344,432,20,ALL LEVEL,6 months,CLOUD COMPUTING,02-05-2015,2015,2,5
